merged_id,company_name,country,region_bucket,revenue_eur_latest,ebitda_eur_latest,revenue_year,employees,industry_code,ownership_status,inactive,business_model_tags,source,duplicate_match_type,data_discrepancy_flag,data_discrepancy_note,stage_status,ai_fde_match_prior,description,hf_region,hf_revenue,hf_ebitda,hf_business_model,hard_filter_status
8d1e83b9ef24,Trifork AI,DK,Denmark,59000000.0,,,,,Unknown,False,,v1 Longlist,,,,hard_filter_margin,Unscreened,AI and software innovation projects,PASS,PASS,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
2c0fc2c679a1,DocCheck AG,DE,DACH,56100000.0,11000000.0,,414,,Unknown,False,,vh-longlist,,,,hard_filter_margin,Unscreened,"specialized subsidiary and creative division, antwerpes ag (operating as the DocCheck agency).... Unsere AI-Architects sammeln hierzu seit über 500 Tagen wertvolle Erfahrungen mit künstlicher Intelligenz in zahlreichen Anwendungsbereichen. Daraus haben wir konkrete Produkte und Dienstleistungen für den Healthcare Sektor entwickelt, die Pharmamarketing und Pharmavertrieb schneller und effizienter machen. Schauen Sie durch unsere KI-Leistungen, Angebote und Tools und erfahren Sie, was mit dem Einsatz unserer spezialisierten KI-Technologien im Medical Marketing bereits möglich ist.",PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
966f361bbd4e,CENTOGENE N.V.,NL,Benelux,52800000.0,-21200000.0,,493,,Unknown,False,,vh-longlist,,,,hard_filter_fail,Unscreened,"CENTOGENE was awarded the prize based on its proprietary, AI-powered biomarker platform, CentoMetabolome. The internally deployed platform has the potential to revolutionize the detection of new biomarkers – accelerating research that previously took months to perform into just a few days.",PASS,PASS,FAIL,MARGIN_FLAG,hard_filter_fail
dd6238e79537,GoDataDriven (part of Xebia),NL,Benelux,45000000.0,,,,,Unknown,False,,v1 Longlist,,,,hard_filter_margin,Unscreened,Data science & ML for enterprises,PASS,PASS,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
af96aac0bbe9,PRODYNA SE,DE,DACH,43100000.0,,,260,,Unknown,False,,vh-longlist,,,,hard_filter_margin,Unscreened,"PRODYNA SE offers a wide range of AI services, including AI strategy, infrastructure assessment, and custom AI implementations. [1, 2, 3, 4, 5]",PASS,PASS,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
d3a777433f59,Helsing,DE,DACH,36700000.0,,,218,,Unknown,False,,v1 Longlist,,,,hard_filter_margin,Unscreened,AI software for defence systems and real-time battlefield decision support,PASS,PASS,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
700fc840731f,Valcon (Data & AI),NL,Benelux,35200000.0,,,,,Unknown,False,,v1 Longlist,,,,hard_filter_margin,Unscreened,Data & AI-driven transformation,PASS,PASS,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
9fcb2f30d08c,INVIXO Consulting Group,DK,Denmark,10100000.0,,,,,Unknown,False,,v1 Longlist,,,,hard_filter_margin,Unscreened,Integration and data solutions with AI,PASS,PASS,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
84aec4fa9015,BrainCreators,NL,Benelux,8100000.0,,,33,,Unknown,False,,v1 Longlist,,,,hard_filter_margin,Unscreened,AI-powered digital inspectors and automation,PASS,PASS,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
b178b4da4d77,iits-consulting GmbH,DE,DACH,,,,,,Unknown,False,,v1 Longlist,,,,hard_filter_margin,Unscreened,"Business intelligence, data analytics and AI projects for enterprises",PASS,MARGIN_FLAG,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
a6bdadc90f12,Rockfeather,NL,Benelux,7300000.0,,,,,Unknown,False,,v1 Longlist,,,,hard_filter_margin,Unscreened,"Data analytics, AI, automation",PASS,PASS,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
86d27c2209f0,Unit8,CH,DACH,,,,150,,Unknown,False,,vh-longlist,,,,hard_filter_margin,Unscreened,"Unit8 is a dedicated data and AI services company that specializes in building custom enterprise AI and machine learning solutions. They offer a wide range of services designed to help businesses scale from initial concept to full production. [1, 2, 3]",PASS,MARGIN_FLAG,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
4cbb1c22ce33,Xomnia,NL,Benelux,,,,88,,Unknown,False,,vh-longlist,,,,hard_filter_margin,Unscreened,"Xomnia is a leading AI and data consultancy based in the Netherlands, specializing in a wide range of Artificial Intelligence services. Their core offerings span the entire AI lifecycle",PASS,MARGIN_FLAG,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
e663646d1a45,inovex GmbH,DE,DACH,,,,500,,Unknown,False,,vh-longlist,,,,hard_filter_margin,Unscreened,"inovex offers comprehensive AI services, specializing in custom Data & AI solutions, Generative AI, Conversational AI, and multi-agent system development.",PASS,MARGIN_FLAG,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
e90ffc8c068a,ti&m,CH,DACH,,,,513,,Unknown,False,,vh-longlist,,,,hard_filter_margin,Unscreened,"ti&m offers extensive artificial intelligence services. They build bespoke AI software, specializing in AI agents, AI assistants, machine learning engineering, and MLOps to securely integrate AI into business processes",PASS,MARGIN_FLAG,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
13831270051f,Cognigy,DE,DACH,,,,300,,Unknown,False,,vh-longlist,,,,hard_filter_margin,Unscreened,"Cognigy offers a comprehensive suite of AI services, specializing in enterprise-grade conversational and agentic AI. Operating under the NICE umbrella (as NiCE Cognigy), the platform provides advanced AI-driven solutions for contact centers and customer experience (CX). [1, 2, 3, 4]",PASS,MARGIN_FLAG,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
d4c904d9a79d,DataNorth AI,NL,Benelux,,,,,,Unknown,False,,v1 Longlist,,,,hard_filter_margin,Unscreened,AI consulting and data platforms,PASS,MARGIN_FLAG,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
40be6710c327,QuantCo,HQ IN BOSTON WITH STRONG EU PRESENCE,Other,,,,180,,Unknown,False,,vh-longlist,,,,hard_filter_fail,Unscreened,"QuantCo specializes in offering AI and machine learning services. They provide enterprise AI solutions, custom statistical modeling, and scalable decision-making systems. [1, 2, 3, 4]",FAIL,MARGIN_FLAG,MARGIN_FLAG,MARGIN_FLAG,hard_filter_fail
bd4744415500,Absidy,DE,DACH,,,,,,Unknown,False,,v1 Longlist,,,,hard_filter_margin,Unscreened,"BI, big data, AI consulting",PASS,MARGIN_FLAG,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
04d86e1b4543,Crunch Analytics,BE,Benelux,,,,,,Unknown,False,,v1 Longlist,,,,hard_filter_margin,Unscreened,Analytics & AI for retail and industry,PASS,MARGIN_FLAG,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
c9d9a8f2bc04,DataThings,LU,Benelux,,,,18,,Unknown,False,,v1 Longlist,,,,hard_filter_margin,Unscreened,"Realtime analytics, industrial AI",PASS,MARGIN_FLAG,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
0d7653427465,Procex,DK,Denmark,,,,,,Unknown,False,,v1 Longlist,,,,hard_filter_margin,Unscreened,RPA & AI to streamline processes,PASS,MARGIN_FLAG,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
d8cf60a2aa79,Radix,BE,Benelux,,,,,,Unknown,False,,v1 Longlist,,,,hard_filter_margin,Unscreened,AI solutions and data science,PASS,MARGIN_FLAG,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
92aa3f6f9ecf,Riegg & Partner intercorp. GmbH,DE,DACH,,,,,,Unknown,False,,v1 Longlist,,,,hard_filter_margin,Unscreened,"Brand communication, digital campaigns and marketing, some data/tech",PASS,MARGIN_FLAG,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
9338adcd6d2f,Antire,HQ IN OSLO WITH OFFICES IN DENMARK,Other,7400000.0,,,130,,Unknown,False,,vh-longlist,,,,hard_filter_fail,Unscreened,"Antire is an AI-first IT and cloud consultancy that provides a wide range of artificial intelligence services. They specialize in applied AI, machine learning, and intelligent automation",FAIL,PASS,MARGIN_FLAG,MARGIN_FLAG,hard_filter_fail
0fb8769874ab,Bolesian,NL,Benelux,,,,,,Unknown,False,,v1 Longlist,,,,hard_filter_margin,Unscreened,Knowledge-based AI and automation,PASS,MARGIN_FLAG,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
51de8ba6d0aa,craftworks GmbH,AT,DACH,,,,40-50,,Unknown,False,,vh-longlist,,,,hard_filter_margin,Unscreened,"craftworks GmbH specializes in AI services, particularly for industrial and manufacturing sectors.",PASS,MARGIN_FLAG,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
527397aaeb5d,Deepset,DE,DACH,,,,85-90,,Unknown,False,,vh-longlist,,,,hard_filter_margin,Unscreened,"deepset offers a variety of AI services and solutions. They specialize in helping enterprises build custom AI applications, Retrieval-Augmented Generation (RAG) pipelines, and intelligent AI agents that integrate with existing workflows and data.",PASS,MARGIN_FLAG,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
7653388658a6,Devoteam Benelux (part of Devoteam Group),BE,Benelux,,,,500-900,,Unknown,False,,vh-longlist,,,,hard_filter_margin,Unscreened,"Devoteam Benelux is executing AI deployment into enterprise workflows (Google Cloud GenAI, ServiceNow AI agents, RAG, Vertex AI) at scale, with recurring managed services revenue and strong hyperscaler partnerships.",PASS,MARGIN_FLAG,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
9637c84c9285,Statworx,DE,DACH,,,,60,,Unknown,False,,vh-longlist,,,,hard_filter_margin,Unscreened,"Statworx offers comprehensive AI and Data Science services. As a major European consulting and development firm, they specialize in helping companies integrate artificial intelligence. [1, 2]",PASS,MARGIN_FLAG,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
4a3b8ea30ee5,Risma Systems AS,DK,Denmark,5500000.0,-600000.0,,43,,Unknown,False,,vh-longlist,,,,hard_filter_fail,Unscreened,Ensure compliance with AI Act while managing all your AI systems,PASS,PASS,FAIL,MARGIN_FLAG,hard_filter_fail
b21f5f6ff562,Protiviti Netherlands (AI Services),NL,Benelux,5500000.0,,,,,Unknown,False,,v1 Longlist,,,,hard_filter_margin,Unscreened,"AI design, implementation, governance",PASS,PASS,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
0ead3890baff,Intellishore,DK,Denmark,5200000.0,,,,,Unknown,False,,v1 Longlist,,,,hard_filter_margin,Unscreened,"Data strategy, analytics, AI",PASS,PASS,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
a40af2315363,Pacmed,NL,Benelux,5000000.0,,,40,,Unknown,False,,v1 Longlist,,,,hard_filter_margin,Unscreened,Healthcare AI decision-support,PASS,PASS,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
75e238f99c72,eBiz Consulting GmbH,DE,DACH,4000000.0,,,,,Unknown,False,,v1 Longlist,,,,hard_filter_fail,Unscreened,"Microsoft-focused IT consulting, ERP/CRM and integration projects",PASS,FAIL,MARGIN_FLAG,MARGIN_FLAG,hard_filter_fail
9d0e6e6b4430,Axisbits GmbH,CH,DACH,4000000.0,,,,,Unknown,False,,v1 Longlist,,,,hard_filter_fail,Unscreened,"Web and mobile product development, incl. AI-powered applications",PASS,FAIL,MARGIN_FLAG,MARGIN_FLAG,hard_filter_fail
f34e60678e5d,Dataminded,BE,Benelux,4600000.0,,,,,Unknown,False,,v1 Longlist,,,,hard_filter_margin,Unscreened,"Data platforms, AI-enabling data work",PASS,MARGIN_FLAG,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
297402bb3fe1,Scalors GmbH,DE,DACH,5700000.0,,,,,Unknown,False,,v1 Longlist,,,,hard_filter_margin,Unscreened,"Nearshore engineering teams for web, mobile and cloud projects",PASS,PASS,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
1fcc58fd2e2d,Revue Labs,DK,Denmark,2900000.0,,,,,Unknown,False,,v1 Longlist,,,,hard_filter_fail,Unscreened,AI product and agent development,PASS,FAIL,MARGIN_FLAG,MARGIN_FLAG,hard_filter_fail
2634a0086818,DuckDuckGoose,NL,Benelux,2100000.0,,,19,,Unknown,False,,v1 Longlist,,,,hard_filter_fail,Unscreened,Deepfake and AI content detection,PASS,FAIL,MARGIN_FLAG,MARGIN_FLAG,hard_filter_fail
096d7ebb8555,galaniprojects GmbH,DE,DACH,1800000.0,,,,,Unknown,False,,v1 Longlist,,,,hard_filter_fail,Unscreened,"Digital solutions, UX/UI and project management for enterprise IT",PASS,FAIL,MARGIN_FLAG,MARGIN_FLAG,hard_filter_fail
9766015d4f5a,AI Superior,DE,DACH,1400000.0,,,16,,Unknown,False,,v1 Longlist,,,,hard_filter_fail,Unscreened,"End-to-end AI consulting, generative AI, LLM integration",PASS,FAIL,MARGIN_FLAG,MARGIN_FLAG,hard_filter_fail
786ca123b6d6,Quantum Cyber N.V,NL,Benelux,900000.0,-17000000.0,,19,,Unknown,False,,vh-longlist,,,,hard_filter_fail,Unscreened,"Quantum Cyber N.V. has launched a new website, quantum-cyber.ai, serving as a digital hub for its corporate narrative and technology portfolio, which focuses on an AI-powered, quantum-accelerated autonomous defense platform.",PASS,FAIL,FAIL,MARGIN_FLAG,hard_filter_fail
ac1b57e0933f,Alexander Thamm (at),DE,DACH,,,,500,,Unknown,False,,vh-longlist,,,,hard_filter_margin,Unscreened,"Alexander Thamm GmbH is one of the leading data and AI consulting firms in the DACH region. They provide end-to-end artificial intelligence, Data Science, and Big Data services",PASS,MARGIN_FLAG,MARGIN_FLAG,MARGIN_FLAG,hard_filter_margin
438ecf763df1,Abzu,DK,Denmark,3300000.0,,,27,,Unknown,False,,v1 Longlist,,,,hard_filter_fail,Unscreened,Explainable AI platform and projects,PASS,FAIL,MARGIN_FLAG,MARGIN_FLAG,hard_filter_fail
c1b9b0b80a13,EUROPAEISCHES MICROSOFT INNOVATIONS CENTER GMBH,DE,DACH,23920384.21,1851785.7,2024.0,102,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
f124cf9561d5,TAIFUN SOFTWARE GMBH,DE,DACH,25077997.09,3360666.85,2024.0,161,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
ef17f7e20419,SAGE BAEURER GMBH,DE,DACH,23229019.9,4148302.93,2024.0,87,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
1313ad68ee16,ELECTRONIC ARTS GMBH,DE,DACH,23921084.82,1333462.2489999998,2024.0,145,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
5c190ec3d43f,ON CLOUD SERVICE GMBH,DE,DACH,23370875.65,2483955.23,2023.0,265,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
f3ddadf8958b,CASEWARE GERMANY GMBH,DE,DACH,22419951.99,4100196.479999999,2025.0,103,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
ebbdc649012d,IT-PLANET,BE,Benelux,23493466.0,1376312.0,2024.0,38,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
fe87a2a09ac8,BLUE YONDER GMBH,DE,DACH,24067142.9,2344003.1,2024.0,160,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
2a78a706533c,TRUSTTEAM WALLONIE,BE,Benelux,24043813.0,1316086.0,2024.0,57,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
11904e68e867,GETRONICS GERMANY GMBH,DE,DACH,23967291.75,1398453.78,2024.0,94,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
26b399ac9deb,PLAYPASS,BE,Benelux,23836408.0,2087920.0,2024.0,8,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
215dae8349a3,WEBFLEET SOLUTIONS DEVELOPMENT GERMANY GMBH,DE,DACH,23624039.16,4104988.09,2024.0,162,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
fb9ebe4fa600,UMBRACO A/S,DK,Denmark,20824999.999867503,3112999.99986607,2025.0,105,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
c9879160149b,WEISS IT SOLUTIONS GMBH,DE,DACH,26867100.29,4115237.78,2022.0,285,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
951e91df86f4,SMARKETER GMBH,DE,DACH,22738981.970000003,2281172.75,2023.0,159,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
0b693da6185a,SANDAY B.V.,NL,Benelux,25212472.0,2468236.0,2024.0,146,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
f09abff36baf,ITP AGENCY,BE,Benelux,23704764.0,2383561.0,2025.0,124,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
4467bac867f4_1,IRON MOUNTAIN (DEUTSCHLAND) DATA CENTRE 2 GMBH,DE,DACH,25339493.020000003,5627674.86,2024.0,27,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
3dc460b200a6,INASYS GESELLSCHAFT FUER INFORMATIONS- UND ANALYSE- SYSTEME MBH,DE,DACH,21485253.06,2987143.36,2024.0,105,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
5c36cb7f7622,NEXT LAYER TELEKOMMUNIKATIONSDIENSTLEISTUNGS- UND BERATUNGS GMBH,AT,DACH,26746626.47,7533626.63,2024.0,66,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
32f51f7c01c2,VOLUME GRAPHICS GMBH,DE,DACH,25962076.23,8242979.26,2022.0,143,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
b0971ec4cb17,GUARDSQUARE,BE,Benelux,26369953.0,4571853.0,2024.0,109,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
2c0cc961584b,MEDIZORG,BE,Benelux,24045655.0,9887566.0,2025.0,24,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
1263ba2f1676,RED HAT,BE,Benelux,26237995.0,1690327.0,2024.0,65,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
7319dc9bcba6,"ORBYT DANMARK, FILIAL AF ORBYT AS, NORGE",DK,Denmark,26232093.5022677,3702494.3362661703,2024.0,n.v.,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
